Category: All categories

Day,Apple: (United States)
2010-02-01,50
2010-02-02,45
2010-02-03,43
2010-02-04,42
2010-02-05,43
2010-02-06,49
2010-02-07,47
2010-02-08,40
2010-02-09,42
2010-02-10,41
2010-02-11,40
2010-02-12,41
2010-02-13,43
2010-02-14,45
2010-02-15,41
2010-02-16,39
2010-02-17,40
2010-02-18,37
2010-02-19,39
2010-02-20,42
2010-02-21,42
2010-02-22,40
2010-02-23,39
2010-02-24,39
2010-02-25,39
2010-02-26,36
2010-02-27,43
2010-02-28,43
2010-03-01,38
2010-03-02,40
2010-03-03,38
2010-03-04,40
2010-03-05,40
2010-03-06,42
2010-03-07,43
2010-03-08,38
2010-03-09,39
2010-03-10,37
2010-03-11,40
2010-03-12,43
2010-03-13,46
2010-03-14,44
2010-03-15,41
2010-03-16,38
2010-03-17,37
2010-03-18,37
2010-03-19,37
2010-03-20,39
2010-03-21,40
2010-03-22,38
2010-03-23,39
2010-03-24,36
2010-03-25,37
2010-03-26,38
2010-03-27,42
2010-03-28,41
2010-03-29,40
2010-03-30,42
2010-03-31,41
2010-04-01,46
2010-04-02,48
2010-04-03,66
2010-04-04,63
2010-04-05,55
2010-04-06,50
2010-04-07,47
2010-04-08,53
2010-04-09,50
2010-04-10,50
2010-04-11,49
2010-04-12,44
2010-04-13,49
2010-04-14,47
2010-04-15,42
2010-04-16,45
2010-04-17,46
2010-04-18,48
2010-04-19,46
2010-04-20,50
2010-04-21,48
2010-04-22,45
2010-04-23,42
2010-04-24,46
2010-04-25,48
2010-04-26,42
2010-04-27,45
2010-04-28,45
2010-04-29,46
2010-04-30,50
2010-05-01,50
2010-05-02,48
2010-05-03,47
2010-05-04,45
2010-05-05,43
2010-05-06,43
2010-05-07,44
2010-05-08,49
2010-05-09,49
2010-05-10,43
2010-05-11,43
2010-05-12,44
2010-05-13,43
2010-05-14,44
2010-05-15,46
2010-05-16,48
2010-05-17,42
2010-05-18,44
2010-05-19,43
2010-05-20,43
2010-05-21,42
2010-05-22,45
2010-05-23,46
2010-05-24,43
2010-05-25,44
2010-05-26,44
2010-05-27,47
2010-05-28,45
2010-05-29,48
2010-05-30,44
2010-05-31,47
2010-06-01,47
2010-06-02,47
2010-06-03,45
2010-06-04,45
2010-06-05,49
2010-06-06,51
2010-06-07,100
2010-06-08,77
2010-06-09,56
2010-06-10,52
2010-06-11,47
2010-06-12,53
2010-06-13,51
2010-06-14,49
2010-06-15,78
2010-06-16,62
2010-06-17,56
2010-06-18,51
2010-06-19,55
2010-06-20,55
2010-06-21,59
2010-06-22,58
2010-06-23,58
2010-06-24,74
2010-06-25,69
2010-06-26,63
2010-06-27,59
2010-06-28,55
2010-06-29,54
2010-06-30,54
2010-07-01,50
2010-07-02,53
2010-07-03,54
2010-07-04,51
2010-07-05,53
2010-07-06,48
2010-07-07,47
2010-07-08,46
2010-07-09,46
2010-07-10,50
2010-07-11,50
2010-07-12,49
2010-07-13,50
2010-07-14,48
2010-07-15,52
2010-07-16,86
2010-07-17,63
2010-07-18,56
2010-07-19,52
2010-07-20,52
2010-07-21,52
2010-07-22,49
2010-07-23,54
2010-07-24,53
2010-07-25,51
2010-07-26,48
2010-07-27,53
2010-07-28,50
2010-07-29,49
2010-07-30,48
2010-07-31,52
2010-08-01,51
