Category: All categories

Day,Apple: (United States)
2010-12-01,49
2010-12-02,49
2010-12-03,49
2010-12-04,61
2010-12-05,62
2010-12-06,48
2010-12-07,49
2010-12-08,48
2010-12-09,48
2010-12-10,49
2010-12-11,53
2010-12-12,53
2010-12-13,51
2010-12-14,47
2010-12-15,50
2010-12-16,48
2010-12-17,49
2010-12-18,57
2010-12-19,57
2010-12-20,55
2010-12-21,54
2010-12-22,53
2010-12-23,59
2010-12-24,66
2010-12-25,82
2010-12-26,79
2010-12-27,61
2010-12-28,56
2010-12-29,56
2010-12-30,53
2010-12-31,54
2011-01-01,58
2011-01-02,62
2011-01-03,55
2011-01-04,54
2011-01-05,50
2011-01-06,54
2011-01-07,55
2011-01-08,59
2011-01-09,55
2011-01-10,51
2011-01-11,56
2011-01-12,50
2011-01-13,48
2011-01-14,47
2011-01-15,56
2011-01-16,58
2011-01-17,54
2011-01-18,58
2011-01-19,53
2011-01-20,48
2011-01-21,50
2011-01-22,57
2011-01-23,54
2011-01-24,47
2011-01-25,47
2011-01-26,45
2011-01-27,43
2011-01-28,46
2011-01-29,52
2011-01-30,53
2011-01-31,45
2011-02-01,44
2011-02-02,46
2011-02-03,46
2011-02-04,46
2011-02-05,53
2011-02-06,50
2011-02-07,46
2011-02-08,49
2011-02-09,51
2011-02-10,49
2011-02-11,50
2011-02-12,53
2011-02-13,53
2011-02-14,46
2011-02-15,46
2011-02-16,45
2011-02-17,46
2011-02-18,46
2011-02-19,51
2011-02-20,52
2011-02-21,47
2011-02-22,46
2011-02-23,50
2011-02-24,55
2011-02-25,52
2011-02-26,56
2011-02-27,56
2011-02-28,48
2011-03-01,48
2011-03-02,100
2011-03-03,77
2011-03-04,60
2011-03-05,63
2011-03-06,61
2011-03-07,53
2011-03-08,51
2011-03-09,51
2011-03-10,55
2011-03-11,73
2011-03-12,87
2011-03-13,67
2011-03-14,62
2011-03-15,59
2011-03-16,55
2011-03-17,52
2011-03-18,56
2011-03-19,62
2011-03-20,57
2011-03-21,55
2011-03-22,53
2011-03-23,53
2011-03-24,52
2011-03-25,52
2011-03-26,60
2011-03-27,58
2011-03-28,53
2011-03-29,52
2011-03-30,51
2011-03-31,49
2011-04-01,52
2011-04-02,56
2011-04-03,56
2011-04-04,50
2011-04-05,49
2011-04-06,49
2011-04-07,48
2011-04-08,49
2011-04-09,52
2011-04-10,53
2011-04-11,49
2011-04-12,49
2011-04-13,49
2011-04-14,46
2011-04-15,48
2011-04-16,55
2011-04-17,54
2011-04-18,49
2011-04-19,50
2011-04-20,51
2011-04-21,52
2011-04-22,55
2011-04-23,59
2011-04-24,55
2011-04-25,50
2011-04-26,49
2011-04-27,50
2011-04-28,52
2011-04-29,49
2011-04-30,56
2011-05-01,53
