Category: All categories

Day,Apple: (United States)
2011-09-01,23
2011-09-02,23
2011-09-03,26
2011-09-04,27
2011-09-05,29
2011-09-06,24
2011-09-07,23
2011-09-08,23
2011-09-09,25
2011-09-10,27
2011-09-11,26
2011-09-12,23
2011-09-13,24
2011-09-14,26
2011-09-15,27
2011-09-16,29
2011-09-17,32
2011-09-18,30
2011-09-19,27
2011-09-20,25
2011-09-21,26
2011-09-22,26
2011-09-23,26
2011-09-24,32
2011-09-25,32
2011-09-26,27
2011-09-27,27
2011-09-28,27
2011-09-29,27
2011-09-30,29
2011-10-01,34
2011-10-02,34
2011-10-03,31
2011-10-04,100
2011-10-05,51
2011-10-06,94
2011-10-07,57
2011-10-08,53
2011-10-09,48
2011-10-10,38
2011-10-11,34
2011-10-12,43
2011-10-13,44
2011-10-14,48
2011-10-15,52
2011-10-16,47
2011-10-17,37
2011-10-18,36
2011-10-19,35
2011-10-20,32
2011-10-21,35
2011-10-22,43
2011-10-23,41
2011-10-24,32
2011-10-25,31
2011-10-26,31
2011-10-27,29
2011-10-28,30
2011-10-29,35
2011-10-30,34
2011-10-31,28
2011-11-01,27
2011-11-02,27
2011-11-03,28
2011-11-04,29
2011-11-05,33
2011-11-06,33
2011-11-07,27
2011-11-08,26
2011-11-09,26
2011-11-10,26
2011-11-11,30
2011-11-12,32
2011-11-13,33
2011-11-14,28
2011-11-15,28
2011-11-16,28
2011-11-17,28
2011-11-18,28
2011-11-19,34
2011-11-20,35
2011-11-21,31
2011-11-22,36
2011-11-23,45
2011-11-24,55
2011-11-25,62
2011-11-26,42
2011-11-27,36
2011-11-28,33
2011-11-29,29
2011-11-30,28
2011-12-01,29
2011-12-02,29
2011-12-03,30
2011-12-04,29
2011-12-05,27
2011-12-06,26
2011-12-07,26
2011-12-08,26
2011-12-09,27
2011-12-10,30
2011-12-11,29
2011-12-12,27
2011-12-13,26
2011-12-14,26
2011-12-15,26
2011-12-16,28
2011-12-17,32
2011-12-18,32
2011-12-19,30
2011-12-20,30
2011-12-21,31
2011-12-22,31
2011-12-23,33
2011-12-24,37
2011-12-25,45
2011-12-26,46
2011-12-27,36
2011-12-28,32
2011-12-29,31
2011-12-30,30
2011-12-31,31
2012-01-01,29
2012-01-02,30
2012-01-03,27
2012-01-04,26
2012-01-05,25
2012-01-06,25
2012-01-07,27
2012-01-08,27
2012-01-09,24
2012-01-10,24
2012-01-11,23
2012-01-12,23
2012-01-13,24
2012-01-14,27
2012-01-15,26
2012-01-16,25
2012-01-17,23
2012-01-18,23
2012-01-19,25
2012-01-20,24
2012-01-21,26
2012-01-22,25
2012-01-23,22
2012-01-24,24
2012-01-25,25
2012-01-26,23
2012-01-27,23
2012-01-28,26
2012-01-29,25
2012-01-30,23
2012-01-31,23
2012-02-01,22
2012-02-02,22
2012-02-03,23
2012-02-04,25
2012-02-05,24
2012-02-06,21
2012-02-07,23
2012-02-08,22
2012-02-09,22
2012-02-10,22
2012-02-11,25
2012-02-12,24
2012-02-13,21
2012-02-14,22
2012-02-15,23
2012-02-16,24
2012-02-17,23
2012-02-18,25
2012-02-19,25
2012-02-20,23
2012-02-21,23
2012-02-22,23
2012-02-23,22
2012-02-24,22
2012-02-25,24
2012-02-26,25
2012-02-27,21
2012-02-28,21
2012-02-29,25
2012-03-01,23
