Category: All categories

Day,Apple: (United States)
2019-05-01,25
2019-05-02,24
2019-05-03,24
2019-05-04,25
2019-05-05,26
2019-05-06,23
2019-05-07,23
2019-05-08,24
2019-05-09,23
2019-05-10,24
2019-05-11,26
2019-05-12,28
2019-05-13,26
2019-05-14,26
2019-05-15,24
2019-05-16,24
2019-05-17,24
2019-05-18,26
2019-05-19,26
2019-05-20,26
2019-05-21,24
2019-05-22,24
2019-05-23,23
2019-05-24,24
2019-05-25,25
2019-05-26,26
2019-05-27,26
2019-05-28,24
2019-05-29,24
2019-05-30,24
2019-05-31,24
2019-06-01,26
2019-06-02,27
2019-06-03,32
2019-06-04,34
2019-06-05,32
2019-06-06,29
2019-06-07,27
2019-06-08,27
2019-06-09,28
2019-06-10,26
2019-06-11,25
2019-06-12,26
2019-06-13,25
2019-06-14,26
2019-06-15,26
2019-06-16,28
2019-06-17,26
2019-06-18,25
2019-06-19,25
2019-06-20,25
2019-06-21,25
2019-06-22,26
2019-06-23,26
2019-06-24,25
2019-06-25,26
2019-06-26,25
2019-06-27,25
2019-06-28,25
2019-06-29,26
2019-06-30,26
2019-07-01,25
2019-07-02,25
2019-07-03,25
2019-07-04,26
2019-07-05,25
2019-07-06,26
2019-07-07,24
2019-07-08,25
2019-07-09,26
2019-07-10,26
2019-07-11,25
2019-07-12,25
2019-07-13,26
2019-07-14,27
2019-07-15,29
2019-07-16,29
2019-07-17,26
2019-07-18,25
2019-07-19,26
2019-07-20,26
2019-07-21,26
2019-07-22,25
2019-07-23,26
2019-07-24,25
2019-07-25,25
2019-07-26,26
2019-07-27,26
2019-07-28,27
2019-07-29,26
2019-07-30,27
2019-07-31,26
2019-08-01,26
2019-08-02,25
2019-08-03,26
2019-08-04,26
2019-08-05,25
2019-08-06,27
2019-08-07,26
2019-08-08,27
2019-08-09,27
2019-08-10,27
2019-08-11,28
2019-08-12,27
2019-08-13,28
2019-08-14,27
2019-08-15,26
2019-08-16,27
2019-08-17,29
2019-08-18,29
2019-08-19,27
2019-08-20,28
2019-08-21,29
2019-08-22,29
2019-08-23,28
2019-08-24,30
2019-08-25,29
2019-08-26,27
2019-08-27,28
2019-08-28,27
2019-08-29,27
2019-08-30,68
2019-08-31,100
2019-09-01,97
2019-09-02,80
2019-09-03,72
2019-09-04,77
2019-09-05,85
2019-09-06,76
2019-09-07,67
2019-09-08,66
2019-09-09,63
2019-09-10,100
2019-09-11,83
2019-09-12,69
2019-09-13,68
2019-09-14,75
2019-09-15,71
2019-09-16,65
2019-09-17,63
2019-09-18,62
2019-09-19,60
2019-09-20,62
2019-09-21,71
2019-09-22,71
2019-09-23,60
2019-09-24,52
2019-09-25,48
2019-09-26,46
2019-09-27,37
2019-09-28,43
2019-09-29,43
2019-09-30,36
2019-10-01,33
2019-10-02,33
2019-10-03,32
2019-10-04,34
2019-10-05,41
2019-10-06,41
2019-10-07,33
2019-10-08,34
2019-10-09,33
2019-10-10,32
2019-10-11,33
2019-10-12,41
2019-10-13,41
2019-10-14,34
2019-10-15,32
2019-10-16,31
2019-10-17,31
2019-10-18,31
2019-10-19,38
2019-10-20,37
2019-10-21,31
2019-10-22,30
2019-10-23,29
2019-10-24,29
2019-10-25,30
2019-10-26,35
2019-10-27,33
2019-10-28,32
2019-10-29,33
2019-10-30,32
2019-10-31,30
2019-11-01,32
