Category: All categories

Day,Apple: (United States)
2011-04-01,62
2011-04-02,70
2011-04-03,69
2011-04-04,62
2011-04-05,60
2011-04-06,59
2011-04-07,60
2011-04-08,59
2011-04-09,64
2011-04-10,65
2011-04-11,58
2011-04-12,59
2011-04-13,61
2011-04-14,58
2011-04-15,61
2011-04-16,69
2011-04-17,67
2011-04-18,61
2011-04-19,63
2011-04-20,65
2011-04-21,65
2011-04-22,69
2011-04-23,71
2011-04-24,68
2011-04-25,63
2011-04-26,62
2011-04-27,61
2011-04-28,66
2011-04-29,60
2011-04-30,69
2011-05-01,66
2011-05-02,56
2011-05-03,63
2011-05-04,62
2011-05-05,60
2011-05-06,62
2011-05-07,70
2011-05-08,70
2011-05-09,64
2011-05-10,61
2011-05-11,59
2011-05-12,59
2011-05-13,60
2011-05-14,67
2011-05-15,68
2011-05-16,60
2011-05-17,61
2011-05-18,63
2011-05-19,62
2011-05-20,60
2011-05-21,67
2011-05-22,70
2011-05-23,64
2011-05-24,63
2011-05-25,56
2011-05-26,56
2011-05-27,60
2011-05-28,66
2011-05-29,64
2011-05-30,65
2011-05-31,61
2011-06-01,61
2011-06-02,60
2011-06-03,62
2011-06-04,65
2011-06-05,69
2011-06-06,100
2011-06-07,90
2011-06-08,73
2011-06-09,71
2011-06-10,68
2011-06-11,74
2011-06-12,75
2011-06-13,63
2011-06-14,67
2011-06-15,64
2011-06-16,65
2011-06-17,66
2011-06-18,70
2011-06-19,72
2011-06-20,62
2011-06-21,65
2011-06-22,63
2011-06-23,62
2011-06-24,61
2011-06-25,69
2011-06-26,67
2011-06-27,61
2011-06-28,60
2011-06-29,62
2011-06-30,59
2011-07-01,61
2011-07-02,64
2011-07-03,67
2011-07-04,67
2011-07-05,59
2011-07-06,58
2011-07-07,62
2011-07-08,60
2011-07-09,63
2011-07-10,64
2011-07-11,61
2011-07-12,62
2011-07-13,62
2011-07-14,62
2011-07-15,61
2011-07-16,66
2011-07-17,67
2011-07-18,63
2011-07-19,65
2011-07-20,86
2011-07-21,81
2011-07-22,74
2011-07-23,73
2011-07-24,73
2011-07-25,69
2011-07-26,66
2011-07-27,65
2011-07-28,63
2011-07-29,66
2011-07-30,73
2011-07-31,70
2011-08-01,66
2011-08-02,68
2011-08-03,63
2011-08-04,63
2011-08-05,63
2011-08-06,72
2011-08-07,72
2011-08-08,68
2011-08-09,68
2011-08-10,66
2011-08-11,66
2011-08-12,63
2011-08-13,70
2011-08-14,75
2011-08-15,65
2011-08-16,66
2011-08-17,68
2011-08-18,65
2011-08-19,63
2011-08-20,70
2011-08-21,73
2011-08-22,66
2011-08-23,63
2011-08-24,74
2011-08-25,96
2011-08-26,71
2011-08-27,70
2011-08-28,72
2011-08-29,64
2011-08-30,64
2011-08-31,67
2011-09-01,65
2011-09-02,66
2011-09-03,72
2011-09-04,77
2011-09-05,81
2011-09-06,68
2011-09-07,69
2011-09-08,67
2011-09-09,69
2011-09-10,75
2011-09-11,73
2011-09-12,67
2011-09-13,68
2011-09-14,71
2011-09-15,77
2011-09-16,80
2011-09-17,90
2011-09-18,88
2011-09-19,74
2011-09-20,71
2011-09-21,74
2011-09-22,73
2011-09-23,74
2011-09-24,89
2011-09-25,89
2011-09-26,77
2011-09-27,77
2011-09-28,76
2011-09-29,77
2011-09-30,80
2011-10-01,97
