Category: All categories

Day,Apple: (United States)
2012-02-01,34
2012-02-02,33
2012-02-03,35
2012-02-04,39
2012-02-05,38
2012-02-06,32
2012-02-07,35
2012-02-08,35
2012-02-09,35
2012-02-10,35
2012-02-11,38
2012-02-12,37
2012-02-13,33
2012-02-14,34
2012-02-15,34
2012-02-16,36
2012-02-17,36
2012-02-18,38
2012-02-19,39
2012-02-20,36
2012-02-21,35
2012-02-22,35
2012-02-23,34
2012-02-24,35
2012-02-25,38
2012-02-26,39
2012-02-27,32
2012-02-28,34
2012-02-29,38
2012-03-01,36
2012-03-02,37
2012-03-03,41
2012-03-04,40
2012-03-05,38
2012-03-06,39
2012-03-07,100
2012-03-08,67
2012-03-09,47
2012-03-10,46
2012-03-11,45
2012-03-12,41
2012-03-13,39
2012-03-14,39
2012-03-15,42
2012-03-16,51
2012-03-17,49
2012-03-18,47
2012-03-19,47
2012-03-20,42
2012-03-21,38
2012-03-22,37
2012-03-23,38
2012-03-24,41
2012-03-25,40
2012-03-26,36
2012-03-27,36
2012-03-28,35
2012-03-29,34
2012-03-30,35
2012-03-31,36
2012-04-01,39
2012-04-02,35
2012-04-03,34
2012-04-04,35
2012-04-05,34
2012-04-06,38
2012-04-07,41
2012-04-08,38
2012-04-09,35
2012-04-10,34
2012-04-11,36
2012-04-12,34
2012-04-13,34
2012-04-14,36
2012-04-15,36
2012-04-16,34
2012-04-17,33
2012-04-18,33
2012-04-19,34
2012-04-20,34
2012-04-21,38
2012-04-22,37
2012-04-23,34
2012-04-24,38
2012-04-25,36
2012-04-26,34
2012-04-27,33
2012-04-28,35
2012-04-29,37
2012-04-30,34
2012-05-01,33
2012-05-02,32
2012-05-03,32
2012-05-04,33
2012-05-05,35
2012-05-06,35
2012-05-07,33
2012-05-08,34
2012-05-09,32
2012-05-10,32
2012-05-11,35
2012-05-12,37
2012-05-13,37
2012-05-14,34
2012-05-15,33
2012-05-16,34
2012-05-17,33
2012-05-18,34
2012-05-19,34
2012-05-20,35
2012-05-21,33
2012-05-22,32
2012-05-23,33
2012-05-24,33
2012-05-25,33
2012-05-26,35
2012-05-27,36
2012-05-28,37
2012-05-29,33
2012-05-30,34
2012-05-31,32
2012-06-01,33
2012-06-02,36
2012-06-03,37
2012-06-04,34
2012-06-05,34
2012-06-06,33
2012-06-07,35
2012-06-08,35
2012-06-09,38
2012-06-10,38
2012-06-11,68
2012-06-12,57
2012-06-13,45
2012-06-14,40
2012-06-15,40
2012-06-16,41
2012-06-17,42
2012-06-18,40
2012-06-19,41
2012-06-20,38
2012-06-21,38
2012-06-22,36
2012-06-23,40
2012-06-24,40
2012-06-25,36
2012-06-26,36
2012-06-27,36
2012-06-28,34
2012-06-29,34
2012-06-30,37
2012-07-01,41
2012-07-02,36
2012-07-03,35
2012-07-04,37
2012-07-05,36
2012-07-06,36
2012-07-07,38
2012-07-08,37
2012-07-09,35
2012-07-10,35
2012-07-11,35
2012-07-12,34
2012-07-13,34
2012-07-14,38
2012-07-15,40
2012-07-16,36
2012-07-17,35
2012-07-18,35
2012-07-19,34
2012-07-20,32
2012-07-21,36
2012-07-22,37
2012-07-23,34
2012-07-24,39
2012-07-25,40
2012-07-26,40
2012-07-27,37
2012-07-28,38
2012-07-29,39
2012-07-30,37
2012-07-31,39
2012-08-01,37
